identifier,formula,atoms,num_atoms,Formula_original,Temperature (K),TC,DOI,formation_energy_per_atom,cif_path
mp-691,SnSe,"MSONAtoms(symbols='Sn4Se4', pbc=True, cell=[4.70090745, 4.12625095, 11.6644585])",2,Sn50Se50,723,0.61,https://doi.org/10.1021/acs.chemmater.0c03657,-0.453546308,downloaded_cif_TE\mp-691_SnSe.cif
mp-691,SnSe,"MSONAtoms(symbols='Sn4Se4', pbc=True, cell=[4.70090745, 4.12625095, 11.6644585])",2,Sn50Se50,823,0.64,https://doi.org/10.1021/acs.chemmater.0c03657,-0.453546308,downloaded_cif_TE\mp-691_SnSe.cif
mp-691,SnSe,"MSONAtoms(symbols='Sn4Se4', pbc=True, cell=[4.70090745, 4.12625095, 11.6644585])",2,Sn50Se50,873,0.64,https://doi.org/10.1021/acs.chemmater.0c03657,-0.453546308,downloaded_cif_TE\mp-691_SnSe.cif
mp-938,GeTe,"MSONAtoms(symbols='GeTe', pbc=True, cell=[[3.7166743, 0.04140098, 2.35988507], [1.31776065, 3.47546919, 2.35988506], [0.05926534, 0.04140096, 4.40218144]])",2,Ge50Te50,298,8.04,https://doi.org/10.1021/acs.chemmater.1c00331,-0.035467995,downloaded_cif_TE\mp-938_GeTe.cif
mp-938,GeTe,"MSONAtoms(symbols='GeTe', pbc=True, cell=[[3.7166743, 0.04140098, 2.35988507], [1.31776065, 3.47546919, 2.35988506], [0.05926534, 0.04140096, 4.40218144]])",2,Ge50Te50,398,6.73,https://doi.org/10.1021/acs.chemmater.1c00331,-0.035467995,downloaded_cif_TE\mp-938_GeTe.cif
mp-938,GeTe,"MSONAtoms(symbols='GeTe', pbc=True, cell=[[3.7166743, 0.04140098, 2.35988507], [1.31776065, 3.47546919, 2.35988506], [0.05926534, 0.04140096, 4.40218144]])",2,Ge50Te50,498,4.96,https://doi.org/10.1021/acs.chemmater.1c00331,-0.035467995,downloaded_cif_TE\mp-938_GeTe.cif
mp-938,GeTe,"MSONAtoms(symbols='GeTe', pbc=True, cell=[[3.7166743, 0.04140098, 2.35988507], [1.31776065, 3.47546919, 2.35988506], [0.05926534, 0.04140096, 4.40218144]])",2,Ge50Te50,598,3.38,https://doi.org/10.1021/acs.chemmater.1c00331,-0.035467995,downloaded_cif_TE\mp-938_GeTe.cif
mp-938,GeTe,"MSONAtoms(symbols='GeTe', pbc=True, cell=[[3.7166743, 0.04140098, 2.35988507], [1.31776065, 3.47546919, 2.35988506], [0.05926534, 0.04140096, 4.40218144]])",2,Ge50Te50,648,2.81,https://doi.org/10.1021/acs.chemmater.1c00331,-0.035467995,downloaded_cif_TE\mp-938_GeTe.cif
mp-938,GeTe,"MSONAtoms(symbols='GeTe', pbc=True, cell=[[3.7166743, 0.04140098, 2.35988507], [1.31776065, 3.47546919, 2.35988506], [0.05926534, 0.04140096, 4.40218144]])",2,Ge50Te50,698,2.51,https://doi.org/10.1021/acs.chemmater.1c00331,-0.035467995,downloaded_cif_TE\mp-938_GeTe.cif
mp-1225731,Cu3S2,"MSONAtoms(symbols='Cu3S2', pbc=True, cell=[[-2.455434, -2.455434, 0.0], [0.0, 0.0, -5.933883], [2.455434, -2.455434, 0.0]], initial_magmoms=...)",5,Cu60S40,300,4.37,https://doi.org/10.1021/acs.chemmater.1c01856,-0.152412971,downloaded_cif_TE\mp-1225731_Cu3S2.cif
mp-1225731,Cu3S2,"MSONAtoms(symbols='Cu3S2', pbc=True, cell=[[-2.455434, -2.455434, 0.0], [0.0, 0.0, -5.933883], [2.455434, -2.455434, 0.0]], initial_magmoms=...)",5,Cu60S40,350,4.36,https://doi.org/10.1021/acs.chemmater.1c01856,-0.152412971,downloaded_cif_TE\mp-1225731_Cu3S2.cif
mp-1225731,Cu3S2,"MSONAtoms(symbols='Cu3S2', pbc=True, cell=[[-2.455434, -2.455434, 0.0], [0.0, 0.0, -5.933883], [2.455434, -2.455434, 0.0]], initial_magmoms=...)",5,Cu60S40,400,4.99,https://doi.org/10.1021/acs.chemmater.1c01856,-0.152412971,downloaded_cif_TE\mp-1225731_Cu3S2.cif
mp-1225731,Cu3S2,"MSONAtoms(symbols='Cu3S2', pbc=True, cell=[[-2.455434, -2.455434, 0.0], [0.0, 0.0, -5.933883], [2.455434, -2.455434, 0.0]], initial_magmoms=...)",5,Cu60S40,450,5.12,https://doi.org/10.1021/acs.chemmater.1c01856,-0.152412971,downloaded_cif_TE\mp-1225731_Cu3S2.cif
mp-1225731,Cu3S2,"MSONAtoms(symbols='Cu3S2', pbc=True, cell=[[-2.455434, -2.455434, 0.0], [0.0, 0.0, -5.933883], [2.455434, -2.455434, 0.0]], initial_magmoms=...)",5,Cu60S40,500,5.15,https://doi.org/10.1021/acs.chemmater.1c01856,-0.152412971,downloaded_cif_TE\mp-1225731_Cu3S2.cif
mp-1225731,Cu3S2,"MSONAtoms(symbols='Cu3S2', pbc=True, cell=[[-2.455434, -2.455434, 0.0], [0.0, 0.0, -5.933883], [2.455434, -2.455434, 0.0]], initial_magmoms=...)",5,Cu60S40,550,5.11,https://doi.org/10.1021/acs.chemmater.1c01856,-0.152412971,downloaded_cif_TE\mp-1225731_Cu3S2.cif
mp-1225731,Cu3S2,"MSONAtoms(symbols='Cu3S2', pbc=True, cell=[[-2.455434, -2.455434, 0.0], [0.0, 0.0, -5.933883], [2.455434, -2.455434, 0.0]], initial_magmoms=...)",5,Cu60S40,600,5.08,https://doi.org/10.1021/acs.chemmater.1c01856,-0.152412971,downloaded_cif_TE\mp-1225731_Cu3S2.cif
mp-541449,CrGeTe3,"MSONAtoms(symbols='Cr2Ge2Te6', pbc=True, cell=[[7.46543991, -3.4517873, -0.01814874], [7.46542342, 3.45182252, -0.01808959], [5.8834073, -3.631e-05, 5.74747453]])",5,Cr20Ge20Te60,320,0.92,https://doi.org/10.1021/acs.chemmater.7b02346,-0.419505622,downloaded_cif_TE\mp-541449_CrGeTe3.cif
mp-541449,CrGeTe3,"MSONAtoms(symbols='Cr2Ge2Te6', pbc=True, cell=[[7.46543991, -3.4517873, -0.01814874], [7.46542342, 3.45182252, -0.01808959], [5.8834073, -3.631e-05, 5.74747453]])",5,Cr20Ge20Te60,416,0.83,https://doi.org/10.1021/acs.chemmater.7b02346,-0.419505622,downloaded_cif_TE\mp-541449_CrGeTe3.cif
mp-541449,CrGeTe3,"MSONAtoms(symbols='Cr2Ge2Te6', pbc=True, cell=[[7.46543991, -3.4517873, -0.01814874], [7.46542342, 3.45182252, -0.01808959], [5.8834073, -3.631e-05, 5.74747453]])",5,Cr20Ge20Te60,515,0.75,https://doi.org/10.1021/acs.chemmater.7b02346,-0.419505622,downloaded_cif_TE\mp-541449_CrGeTe3.cif
mp-541449,CrGeTe3,"MSONAtoms(symbols='Cr2Ge2Te6', pbc=True, cell=[[7.46543991, -3.4517873, -0.01814874], [7.46542342, 3.45182252, -0.01808959], [5.8834073, -3.631e-05, 5.74747453]])",5,Cr20Ge20Te60,614,0.68,https://doi.org/10.1021/acs.chemmater.7b02346,-0.419505622,downloaded_cif_TE\mp-541449_CrGeTe3.cif
mp-541449,CrGeTe3,"MSONAtoms(symbols='Cr2Ge2Te6', pbc=True, cell=[[7.46543991, -3.4517873, -0.01814874], [7.46542342, 3.45182252, -0.01808959], [5.8834073, -3.631e-05, 5.74747453]])",5,Cr20Ge20Te60,713,0.63,https://doi.org/10.1021/acs.chemmater.7b02346,-0.419505622,downloaded_cif_TE\mp-541449_CrGeTe3.cif
mp-541449,CrGeTe3,"MSONAtoms(symbols='Cr2Ge2Te6', pbc=True, cell=[[7.46543991, -3.4517873, -0.01814874], [7.46542342, 3.45182252, -0.01808959], [5.8834073, -3.631e-05, 5.74747453]])",5,Cr20Ge20Te60,812,0.63,https://doi.org/10.1021/acs.chemmater.7b02346,-0.419505622,downloaded_cif_TE\mp-541449_CrGeTe3.cif
mp-9257,Yb(CdSb)2,"MSONAtoms(symbols='YbCd2Sb2', pbc=True, cell=[[-2.405374923214895, -4.166231996558936, 0.0], [-2.405374923214895, 4.166231996558936, -0.0], [-0.0, -0.0, -6.938206435418696]], initial_magmoms=...)",5,Yb20Cd40Sb40,350,1.62,https://doi.org/10.1021/acs.chemmater.8b02155,-0.372389271,downloaded_cif_TE\mp-9257_Yb(CdSb)2.cif
mp-9257,Yb(CdSb)2,"MSONAtoms(symbols='YbCd2Sb2', pbc=True, cell=[[-2.405374923214895, -4.166231996558936, 0.0], [-2.405374923214895, 4.166231996558936, -0.0], [-0.0, -0.0, -6.938206435418696]], initial_magmoms=...)",5,Yb20Cd40Sb40,450,1.45,https://doi.org/10.1021/acs.chemmater.8b02155,-0.372389271,downloaded_cif_TE\mp-9257_Yb(CdSb)2.cif
mp-9257,Yb(CdSb)2,"MSONAtoms(symbols='YbCd2Sb2', pbc=True, cell=[[-2.405374923214895, -4.166231996558936, 0.0], [-2.405374923214895, 4.166231996558936, -0.0], [-0.0, -0.0, -6.938206435418696]], initial_magmoms=...)",5,Yb20Cd40Sb40,550,1.3,https://doi.org/10.1021/acs.chemmater.8b02155,-0.372389271,downloaded_cif_TE\mp-9257_Yb(CdSb)2.cif
mp-9257,Yb(CdSb)2,"MSONAtoms(symbols='YbCd2Sb2', pbc=True, cell=[[-2.405374923214895, -4.166231996558936, 0.0], [-2.405374923214895, 4.166231996558936, -0.0], [-0.0, -0.0, -6.938206435418696]], initial_magmoms=...)",5,Yb20Cd40Sb40,650,1.23,https://doi.org/10.1021/acs.chemmater.8b02155,-0.372389271,downloaded_cif_TE\mp-9257_Yb(CdSb)2.cif
mp-1228653,Ba2CoRuO6,"MSONAtoms(symbols='Ba6Co3Ru3O18', pbc=True, cell=[[2.90765, -5.036197, 0.0], [2.90765, 5.036197, 0.0], [0.0, 0.0, 14.142047]], initial_magmoms=...)",10,Ba20Co10Ru10O60,318,1.48,https://doi.org/10.1021/acs.inorgchem.1c02442,-2.099805033,downloaded_cif_TE\mp-1228653_Ba2CoRuO6.cif
mp-1228653,Ba2CoRuO6,"MSONAtoms(symbols='Ba6Co3Ru3O18', pbc=True, cell=[[2.90765, -5.036197, 0.0], [2.90765, 5.036197, 0.0], [0.0, 0.0, 14.142047]], initial_magmoms=...)",10,Ba20Co10Ru10O60,418,1.46,https://doi.org/10.1021/acs.inorgchem.1c02442,-2.099805033,downloaded_cif_TE\mp-1228653_Ba2CoRuO6.cif
mp-1228653,Ba2CoRuO6,"MSONAtoms(symbols='Ba6Co3Ru3O18', pbc=True, cell=[[2.90765, -5.036197, 0.0], [2.90765, 5.036197, 0.0], [0.0, 0.0, 14.142047]], initial_magmoms=...)",10,Ba20Co10Ru10O60,518,1.46,https://doi.org/10.1021/acs.inorgchem.1c02442,-2.099805033,downloaded_cif_TE\mp-1228653_Ba2CoRuO6.cif
mp-484,Te3As2,"MSONAtoms(symbols='Te6As4', pbc=True, cell=[[4.03514784, 0.0, -0.0], [-2.01757392, 7.47647236, -0.61396394], [-0.0, 0.07020111, 10.15447322]])",5,As40Te60,298,0.85,https://doi.org/10.1021/acs.inorgchem.6b02930,-0.001508734,downloaded_cif_TE\mp-484_Te3As2.cif
mp-484,Te3As2,"MSONAtoms(symbols='Te6As4', pbc=True, cell=[[4.03514784, 0.0, -0.0], [-2.01757392, 7.47647236, -0.61396394], [-0.0, 0.07020111, 10.15447322]])",5,As40Te60,323,0.8,https://doi.org/10.1021/acs.inorgchem.6b02930,-0.001508734,downloaded_cif_TE\mp-484_Te3As2.cif
mp-484,Te3As2,"MSONAtoms(symbols='Te6As4', pbc=True, cell=[[4.03514784, 0.0, -0.0], [-2.01757392, 7.47647236, -0.61396394], [-0.0, 0.07020111, 10.15447322]])",5,As40Te60,373,0.73,https://doi.org/10.1021/acs.inorgchem.6b02930,-0.001508734,downloaded_cif_TE\mp-484_Te3As2.cif
mp-484,Te3As2,"MSONAtoms(symbols='Te6As4', pbc=True, cell=[[4.03514784, 0.0, -0.0], [-2.01757392, 7.47647236, -0.61396394], [-0.0, 0.07020111, 10.15447322]])",5,As40Te60,423,0.68,https://doi.org/10.1021/acs.inorgchem.6b02930,-0.001508734,downloaded_cif_TE\mp-484_Te3As2.cif
mp-484,Te3As2,"MSONAtoms(symbols='Te6As4', pbc=True, cell=[[4.03514784, 0.0, -0.0], [-2.01757392, 7.47647236, -0.61396394], [-0.0, 0.07020111, 10.15447322]])",5,As40Te60,473,0.67,https://doi.org/10.1021/acs.inorgchem.6b02930,-0.001508734,downloaded_cif_TE\mp-484_Te3As2.cif
mp-484,Te3As2,"MSONAtoms(symbols='Te6As4', pbc=True, cell=[[4.03514784, 0.0, -0.0], [-2.01757392, 7.47647236, -0.61396394], [-0.0, 0.07020111, 10.15447322]])",5,As40Te60,523,0.68,https://doi.org/10.1021/acs.inorgchem.6b02930,-0.001508734,downloaded_cif_TE\mp-484_Te3As2.cif
mp-7427,Ba(ZnAs)2,"MSONAtoms(symbols='Ba4Zn8As8', pbc=True, cell=[4.26304984, 10.05250841, 10.90195991])",5,Ba20Zn40As40,323,1.88,https://doi.org/10.1021/acs.inorgchem.7b00232,-0.67321291,downloaded_cif_TE\mp-7427_Ba(ZnAs)2.cif
mp-7427,Ba(ZnAs)2,"MSONAtoms(symbols='Ba4Zn8As8', pbc=True, cell=[4.26304984, 10.05250841, 10.90195991])",5,Ba20Zn40As40,423,1.48,https://doi.org/10.1021/acs.inorgchem.7b00232,-0.67321291,downloaded_cif_TE\mp-7427_Ba(ZnAs)2.cif
mp-7427,Ba(ZnAs)2,"MSONAtoms(symbols='Ba4Zn8As8', pbc=True, cell=[4.26304984, 10.05250841, 10.90195991])",5,Ba20Zn40As40,523,1.26,https://doi.org/10.1021/acs.inorgchem.7b00232,-0.67321291,downloaded_cif_TE\mp-7427_Ba(ZnAs)2.cif
mp-7427,Ba(ZnAs)2,"MSONAtoms(symbols='Ba4Zn8As8', pbc=True, cell=[4.26304984, 10.05250841, 10.90195991])",5,Ba20Zn40As40,623,1.08,https://doi.org/10.1021/acs.inorgchem.7b00232,-0.67321291,downloaded_cif_TE\mp-7427_Ba(ZnAs)2.cif
mp-7427,Ba(ZnAs)2,"MSONAtoms(symbols='Ba4Zn8As8', pbc=True, cell=[4.26304984, 10.05250841, 10.90195991])",5,Ba20Zn40As40,723,0.92,https://doi.org/10.1021/acs.inorgchem.7b00232,-0.67321291,downloaded_cif_TE\mp-7427_Ba(ZnAs)2.cif
mp-22526,LiCoO2,"MSONAtoms(symbols='LiCoO2', pbc=True, cell=[[4.70697107, -1.40562829, -0.00449954], [4.70697107, 1.40562829, -0.00449954], [4.28950457, 0.0, 2.39406229]])",4,Li25Co25O50,423,7.59,https://doi.org/10.1021/acs.inorgchem.7b00476,-1.745659771,downloaded_cif_TE\mp-22526_LiCoO2.cif
mp-22526,LiCoO2,"MSONAtoms(symbols='LiCoO2', pbc=True, cell=[[4.70697107, -1.40562829, -0.00449954], [4.70697107, 1.40562829, -0.00449954], [4.28950457, 0.0, 2.39406229]])",4,Li25Co25O50,523,5.9,https://doi.org/10.1021/acs.inorgchem.7b00476,-1.745659771,downloaded_cif_TE\mp-22526_LiCoO2.cif
mp-22526,LiCoO2,"MSONAtoms(symbols='LiCoO2', pbc=True, cell=[[4.70697107, -1.40562829, -0.00449954], [4.70697107, 1.40562829, -0.00449954], [4.28950457, 0.0, 2.39406229]])",4,Li25Co25O50,623,4.55,https://doi.org/10.1021/acs.inorgchem.7b00476,-1.745659771,downloaded_cif_TE\mp-22526_LiCoO2.cif
mp-22526,LiCoO2,"MSONAtoms(symbols='LiCoO2', pbc=True, cell=[[4.70697107, -1.40562829, -0.00449954], [4.70697107, 1.40562829, -0.00449954], [4.28950457, 0.0, 2.39406229]])",4,Li25Co25O50,723,4.01,https://doi.org/10.1021/acs.inorgchem.7b00476,-1.745659771,downloaded_cif_TE\mp-22526_LiCoO2.cif
mp-22526,LiCoO2,"MSONAtoms(symbols='LiCoO2', pbc=True, cell=[[4.70697107, -1.40562829, -0.00449954], [4.70697107, 1.40562829, -0.00449954], [4.28950457, 0.0, 2.39406229]])",4,Li25Co25O50,823,3.32,https://doi.org/10.1021/acs.inorgchem.7b00476,-1.745659771,downloaded_cif_TE\mp-22526_LiCoO2.cif
mp-22526,LiCoO2,"MSONAtoms(symbols='LiCoO2', pbc=True, cell=[[4.70697107, -1.40562829, -0.00449954], [4.70697107, 1.40562829, -0.00449954], [4.28950457, 0.0, 2.39406229]])",4,Li25Co25O50,923,2.67,https://doi.org/10.1021/acs.inorgchem.7b00476,-1.745659771,downloaded_cif_TE\mp-22526_LiCoO2.cif
mp-22526,LiCoO2,"MSONAtoms(symbols='LiCoO2', pbc=True, cell=[[4.70697107, -1.40562829, -0.00449954], [4.70697107, 1.40562829, -0.00449954], [4.28950457, 0.0, 2.39406229]])",4,Li25Co25O50,1023,2.72,https://doi.org/10.1021/acs.inorgchem.7b00476,-1.745659771,downloaded_cif_TE\mp-22526_LiCoO2.cif
mp-12360,AgSbTe2,"MSONAtoms(symbols='AgSbTe2', pbc=True, cell=[[0.676117, 2.187259, -3.727623], [0.676117, -2.187259, -3.727623], [-6.399731, 0.0, -3.727623]], initial_magmoms=...)",4,Ag25Sb25Te50,303,0.98,https://doi.org/10.1021/acs.inorgchem.9b00852,-0.291437181,downloaded_cif_TE\mp-12360_AgSbTe2.cif
mp-12360,AgSbTe2,"MSONAtoms(symbols='AgSbTe2', pbc=True, cell=[[0.676117, 2.187259, -3.727623], [0.676117, -2.187259, -3.727623], [-6.399731, 0.0, -3.727623]], initial_magmoms=...)",4,Ag25Sb25Te50,341,0.94,https://doi.org/10.1021/acs.inorgchem.9b00852,-0.291437181,downloaded_cif_TE\mp-12360_AgSbTe2.cif
mp-12360,AgSbTe2,"MSONAtoms(symbols='AgSbTe2', pbc=True, cell=[[0.676117, 2.187259, -3.727623], [0.676117, -2.187259, -3.727623], [-6.399731, 0.0, -3.727623]], initial_magmoms=...)",4,Ag25Sb25Te50,391,0.96,https://doi.org/10.1021/acs.inorgchem.9b00852,-0.291437181,downloaded_cif_TE\mp-12360_AgSbTe2.cif
mp-12360,AgSbTe2,"MSONAtoms(symbols='AgSbTe2', pbc=True, cell=[[0.676117, 2.187259, -3.727623], [0.676117, -2.187259, -3.727623], [-6.399731, 0.0, -3.727623]], initial_magmoms=...)",4,Ag25Sb25Te50,439,1.04,https://doi.org/10.1021/acs.inorgchem.9b00852,-0.291437181,downloaded_cif_TE\mp-12360_AgSbTe2.cif
mp-12360,AgSbTe2,"MSONAtoms(symbols='AgSbTe2', pbc=True, cell=[[0.676117, 2.187259, -3.727623], [0.676117, -2.187259, -3.727623], [-6.399731, 0.0, -3.727623]], initial_magmoms=...)",4,Ag25Sb25Te50,488,1.05,https://doi.org/10.1021/acs.inorgchem.9b00852,-0.291437181,downloaded_cif_TE\mp-12360_AgSbTe2.cif
mp-12360,AgSbTe2,"MSONAtoms(symbols='AgSbTe2', pbc=True, cell=[[0.676117, 2.187259, -3.727623], [0.676117, -2.187259, -3.727623], [-6.399731, 0.0, -3.727623]], initial_magmoms=...)",4,Ag25Sb25Te50,537,1.06,https://doi.org/10.1021/acs.inorgchem.9b00852,-0.291437181,downloaded_cif_TE\mp-12360_AgSbTe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,300,0.53,https://doi.org/10.1021/acs.inorgchem.9b00874,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,400,0.48,https://doi.org/10.1021/acs.inorgchem.9b00874,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,500,0.52,https://doi.org/10.1021/acs.inorgchem.9b00874,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,525,0.54,https://doi.org/10.1021/acs.inorgchem.9b00874,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,550,0.48,https://doi.org/10.1021/acs.inorgchem.9b00874,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,575,0.44,https://doi.org/10.1021/acs.inorgchem.9b00874,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,600,0.41,https://doi.org/10.1021/acs.inorgchem.9b00874,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-3497,FeCuS2,"MSONAtoms(symbols='Fe2Cu2S4', pbc=True, cell=[[-2.631813, 2.631813, 5.114921], [2.631813, -2.631813, 5.114921], [2.631813, 2.631813, -5.114921]], initial_magmoms=...)",4,Cu25Fe25S50,10,11.7,https://doi.org/10.1021/acs.jpcc.0c06490,-0.514438674,downloaded_cif_TE\mp-3497_FeCuS2.cif
mp-23116,CuBiSeO,"MSONAtoms(symbols='Cu2Bi2Se2O2', pbc=True, cell=[3.949713, 3.949713, 9.067505], initial_magmoms=...)",4,Bi25Cu25Se25O25,319,0.78,https://doi.org/10.1021/acsaem.1c02720,-0.832861201,downloaded_cif_TE\mp-23116_CuBiSeO.cif
mp-23116,CuBiSeO,"MSONAtoms(symbols='Cu2Bi2Se2O2', pbc=True, cell=[3.949713, 3.949713, 9.067505], initial_magmoms=...)",4,Bi25Cu25Se25O25,420,0.69,https://doi.org/10.1021/acsaem.1c02720,-0.832861201,downloaded_cif_TE\mp-23116_CuBiSeO.cif
mp-23116,CuBiSeO,"MSONAtoms(symbols='Cu2Bi2Se2O2', pbc=True, cell=[3.949713, 3.949713, 9.067505], initial_magmoms=...)",4,Bi25Cu25Se25O25,522,0.58,https://doi.org/10.1021/acsaem.1c02720,-0.832861201,downloaded_cif_TE\mp-23116_CuBiSeO.cif
mp-23116,CuBiSeO,"MSONAtoms(symbols='Cu2Bi2Se2O2', pbc=True, cell=[3.949713, 3.949713, 9.067505], initial_magmoms=...)",4,Bi25Cu25Se25O25,623,0.55,https://doi.org/10.1021/acsaem.1c02720,-0.832861201,downloaded_cif_TE\mp-23116_CuBiSeO.cif
mp-23116,CuBiSeO,"MSONAtoms(symbols='Cu2Bi2Se2O2', pbc=True, cell=[3.949713, 3.949713, 9.067505], initial_magmoms=...)",4,Bi25Cu25Se25O25,725,0.54,https://doi.org/10.1021/acsaem.1c02720,-0.832861201,downloaded_cif_TE\mp-23116_CuBiSeO.cif
mp-23116,CuBiSeO,"MSONAtoms(symbols='Cu2Bi2Se2O2', pbc=True, cell=[3.949713, 3.949713, 9.067505], initial_magmoms=...)",4,Bi25Cu25Se25O25,825,0.53,https://doi.org/10.1021/acsaem.1c02720,-0.832861201,downloaded_cif_TE\mp-23116_CuBiSeO.cif
mp-1883,SnTe,"MSONAtoms(symbols='SnTe', pbc=True, cell=[[3.90180836, 1e-08, 2.25271045], [1.30060313, 3.67866008, 2.25271045], [1e-08, 1e-08, 4.50541987]])",2,Sn50Te50,323,8.59,https://doi.org/10.1021/acsaem.1c03231,-0.26504988,downloaded_cif_TE\mp-1883_SnTe.cif
mp-1883,SnTe,"MSONAtoms(symbols='SnTe', pbc=True, cell=[[3.90180836, 1e-08, 2.25271045], [1.30060313, 3.67866008, 2.25271045], [1e-08, 1e-08, 4.50541987]])",2,Sn50Te50,423,7.27,https://doi.org/10.1021/acsaem.1c03231,-0.26504988,downloaded_cif_TE\mp-1883_SnTe.cif
mp-1883,SnTe,"MSONAtoms(symbols='SnTe', pbc=True, cell=[[3.90180836, 1e-08, 2.25271045], [1.30060313, 3.67866008, 2.25271045], [1e-08, 1e-08, 4.50541987]])",2,Sn50Te50,523,5.89,https://doi.org/10.1021/acsaem.1c03231,-0.26504988,downloaded_cif_TE\mp-1883_SnTe.cif
mp-1883,SnTe,"MSONAtoms(symbols='SnTe', pbc=True, cell=[[3.90180836, 1e-08, 2.25271045], [1.30060313, 3.67866008, 2.25271045], [1e-08, 1e-08, 4.50541987]])",2,Sn50Te50,623,4.56,https://doi.org/10.1021/acsaem.1c03231,-0.26504988,downloaded_cif_TE\mp-1883_SnTe.cif
mp-1883,SnTe,"MSONAtoms(symbols='SnTe', pbc=True, cell=[[3.90180836, 1e-08, 2.25271045], [1.30060313, 3.67866008, 2.25271045], [1e-08, 1e-08, 4.50541987]])",2,Sn50Te50,673,3.96,https://doi.org/10.1021/acsaem.1c03231,-0.26504988,downloaded_cif_TE\mp-1883_SnTe.cif
mp-1883,SnTe,"MSONAtoms(symbols='SnTe', pbc=True, cell=[[3.90180836, 1e-08, 2.25271045], [1.30060313, 3.67866008, 2.25271045], [1e-08, 1e-08, 4.50541987]])",2,Sn50Te50,723,3.44,https://doi.org/10.1021/acsaem.1c03231,-0.26504988,downloaded_cif_TE\mp-1883_SnTe.cif
mp-1883,SnTe,"MSONAtoms(symbols='SnTe', pbc=True, cell=[[3.90180836, 1e-08, 2.25271045], [1.30060313, 3.67866008, 2.25271045], [1e-08, 1e-08, 4.50541987]])",2,Sn50Te50,773,3.03,https://doi.org/10.1021/acsaem.1c03231,-0.26504988,downloaded_cif_TE\mp-1883_SnTe.cif
mp-938,GeTe,"MSONAtoms(symbols='GeTe', pbc=True, cell=[[3.7166743, 0.04140098, 2.35988507], [1.31776065, 3.47546919, 2.35988506], [0.05926534, 0.04140096, 4.40218144]])",2,Ge50Te50,323,6.52,https://doi.org/10.1021/acsami.1c12282,-0.035467995,downloaded_cif_TE\mp-938_GeTe.cif
mp-938,GeTe,"MSONAtoms(symbols='GeTe', pbc=True, cell=[[3.7166743, 0.04140098, 2.35988507], [1.31776065, 3.47546919, 2.35988506], [0.05926534, 0.04140096, 4.40218144]])",2,Ge50Te50,373,6.1,https://doi.org/10.1021/acsami.1c12282,-0.035467995,downloaded_cif_TE\mp-938_GeTe.cif
mp-938,GeTe,"MSONAtoms(symbols='GeTe', pbc=True, cell=[[3.7166743, 0.04140098, 2.35988507], [1.31776065, 3.47546919, 2.35988506], [0.05926534, 0.04140096, 4.40218144]])",2,Ge50Te50,473,5.09,https://doi.org/10.1021/acsami.1c12282,-0.035467995,downloaded_cif_TE\mp-938_GeTe.cif
mp-938,GeTe,"MSONAtoms(symbols='GeTe', pbc=True, cell=[[3.7166743, 0.04140098, 2.35988507], [1.31776065, 3.47546919, 2.35988506], [0.05926534, 0.04140096, 4.40218144]])",2,Ge50Te50,573,4.13,https://doi.org/10.1021/acsami.1c12282,-0.035467995,downloaded_cif_TE\mp-938_GeTe.cif
