identifier,formula,atoms,num_atoms,Formula_original,Temperature (K),TC,DOI,formation_energy_per_atom,cif_path
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,40,9.79, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,44,9.1, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,46,8.75, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,49,8.2, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,53,7.66, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,57,7.17, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,61,6.62, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,67,6.24, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,75,5.67, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,81,5.03, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,89,4.74, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,96,4.37, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,105,3.97, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,116,3.65, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,125,3.45, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,135,3.13, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,149,2.9, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,159,2.79, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,171,2.67, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,183,2.44, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,194,2.42, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,207,2.27, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,219,2.25, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,230,2.22, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,241,2.16, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,253,2.19, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,267,2.14, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,277,2.11, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,288,2.11, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,299,2.08, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-20331,CuSbSe2,"MSONAtoms(symbols='Cu4Sb4Se8', pbc=True, cell=[3.99298862, 6.38864358, 15.03930416])",4,Cu25Sb25Se50,310,2.08, 10.1063/1.2218592,-0.248575811,downloaded_cif_TE\mp-20331_CuSbSe2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,22,0.36, 10.1016/j.jallcom.2009.04.130,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,40,0.48, 10.1016/j.jallcom.2009.04.130,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,59,0.6, 10.1016/j.jallcom.2009.04.130,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,77,0.7, 10.1016/j.jallcom.2009.04.130,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,95,0.76, 10.1016/j.jallcom.2009.04.130,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,112,0.8, 10.1016/j.jallcom.2009.04.130,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,129,0.83, 10.1016/j.jallcom.2009.04.130,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,146,0.87, 10.1016/j.jallcom.2009.04.130,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,162,0.92, 10.1016/j.jallcom.2009.04.130,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,177,0.97, 10.1016/j.jallcom.2009.04.130,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,195,1.05, 10.1016/j.jallcom.2009.04.130,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,210,1.13, 10.1016/j.jallcom.2009.04.130,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,225,1.21, 10.1016/j.jallcom.2009.04.130,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,240,1.31, 10.1016/j.jallcom.2009.04.130,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,255,1.44, 10.1016/j.jallcom.2009.04.130,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,269,1.54, 10.1016/j.jallcom.2009.04.130,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,284,1.65, 10.1016/j.jallcom.2009.04.130,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,300,1.77, 10.1016/j.jallcom.2009.04.130,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,306,1.91, 10.1016/j.jallcom.2009.04.130,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,298,1.4, 10.1016/j.actamat.2015.04.023,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,325,1.32, 10.1016/j.actamat.2015.04.023,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,370,1.19, 10.1016/j.actamat.2015.04.023,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,423,1.09, 10.1016/j.actamat.2015.04.023,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,472,0.99, 10.1016/j.actamat.2015.04.023,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,522,0.91, 10.1016/j.actamat.2015.04.023,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,572,0.87, 10.1016/j.actamat.2015.04.023,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,619,0.82, 10.1016/j.actamat.2015.04.023,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,667,0.79, 10.1016/j.actamat.2015.04.023,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,721,0.79, 10.1016/j.actamat.2015.04.023,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,769,0.8, 10.1016/j.actamat.2015.04.023,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,297,0.65,https://pubs.acs.org/doi/10.1021/ja312474n,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,329,0.66,https://pubs.acs.org/doi/10.1021/ja312474n,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,377,0.67,https://pubs.acs.org/doi/10.1021/ja312474n,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,427,0.68,https://pubs.acs.org/doi/10.1021/ja312474n,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,477,0.64,https://pubs.acs.org/doi/10.1021/ja312474n,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,527,0.58,https://pubs.acs.org/doi/10.1021/ja312474n,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,576,0.43,https://pubs.acs.org/doi/10.1021/ja312474n,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,627,0.45,https://pubs.acs.org/doi/10.1021/ja312474n,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,678,0.46,https://pubs.acs.org/doi/10.1021/ja312474n,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,727,0.47,https://pubs.acs.org/doi/10.1021/ja312474n,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,776,0.49,https://pubs.acs.org/doi/10.1021/ja312474n,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-691,SnSe,"MSONAtoms(symbols='Sn4Se4', pbc=True, cell=[4.70090745, 4.12625095, 11.6644585])",2,Sn50Se50,301,0.9, 10.1002/aenm.201500360,-0.453546308,downloaded_cif_TE\mp-691_SnSe.cif
mp-691,SnSe,"MSONAtoms(symbols='Sn4Se4', pbc=True, cell=[4.70090745, 4.12625095, 11.6644585])",2,Sn50Se50,371,0.7, 10.1002/aenm.201500360,-0.453546308,downloaded_cif_TE\mp-691_SnSe.cif
mp-691,SnSe,"MSONAtoms(symbols='Sn4Se4', pbc=True, cell=[4.70090745, 4.12625095, 11.6644585])",2,Sn50Se50,472,0.55, 10.1002/aenm.201500360,-0.453546308,downloaded_cif_TE\mp-691_SnSe.cif
mp-691,SnSe,"MSONAtoms(symbols='Sn4Se4', pbc=True, cell=[4.70090745, 4.12625095, 11.6644585])",2,Sn50Se50,571,0.48, 10.1002/aenm.201500360,-0.453546308,downloaded_cif_TE\mp-691_SnSe.cif
mp-691,SnSe,"MSONAtoms(symbols='Sn4Se4', pbc=True, cell=[4.70090745, 4.12625095, 11.6644585])",2,Sn50Se50,670,0.46, 10.1002/aenm.201500360,-0.453546308,downloaded_cif_TE\mp-691_SnSe.cif
mp-691,SnSe,"MSONAtoms(symbols='Sn4Se4', pbc=True, cell=[4.70090745, 4.12625095, 11.6644585])",2,Sn50Se50,770,0.4, 10.1002/aenm.201500360,-0.453546308,downloaded_cif_TE\mp-691_SnSe.cif
mp-22811,InCuSe2,"MSONAtoms(symbols='In2Cu2Se4', pbc=True, cell=[[5.30343187, 0.0, -2.36287905], [-1.05275226, 5.19789387, -2.36287906], [-0.00154665, -0.00189174, 7.12968618]])",4,Cu25In25Se50,324,4.61, 10.1103/PhysRevB.84.075203,-0.555774406,downloaded_cif_TE\mp-22811_InCuSe2.cif
mp-22811,InCuSe2,"MSONAtoms(symbols='In2Cu2Se4', pbc=True, cell=[[5.30343187, 0.0, -2.36287905], [-1.05275226, 5.19789387, -2.36287906], [-0.00154665, -0.00189174, 7.12968618]])",4,Cu25In25Se50,349,4.09, 10.1103/PhysRevB.84.075203,-0.555774406,downloaded_cif_TE\mp-22811_InCuSe2.cif
mp-22811,InCuSe2,"MSONAtoms(symbols='In2Cu2Se4', pbc=True, cell=[[5.30343187, 0.0, -2.36287905], [-1.05275226, 5.19789387, -2.36287906], [-0.00154665, -0.00189174, 7.12968618]])",4,Cu25In25Se50,374,3.68, 10.1103/PhysRevB.84.075203,-0.555774406,downloaded_cif_TE\mp-22811_InCuSe2.cif
mp-22811,InCuSe2,"MSONAtoms(symbols='In2Cu2Se4', pbc=True, cell=[[5.30343187, 0.0, -2.36287905], [-1.05275226, 5.19789387, -2.36287906], [-0.00154665, -0.00189174, 7.12968618]])",4,Cu25In25Se50,399,3.36, 10.1103/PhysRevB.84.075203,-0.555774406,downloaded_cif_TE\mp-22811_InCuSe2.cif
mp-22811,InCuSe2,"MSONAtoms(symbols='In2Cu2Se4', pbc=True, cell=[[5.30343187, 0.0, -2.36287905], [-1.05275226, 5.19789387, -2.36287906], [-0.00154665, -0.00189174, 7.12968618]])",4,Cu25In25Se50,424,3.07, 10.1103/PhysRevB.84.075203,-0.555774406,downloaded_cif_TE\mp-22811_InCuSe2.cif
mp-22811,InCuSe2,"MSONAtoms(symbols='In2Cu2Se4', pbc=True, cell=[[5.30343187, 0.0, -2.36287905], [-1.05275226, 5.19789387, -2.36287906], [-0.00154665, -0.00189174, 7.12968618]])",4,Cu25In25Se50,449,2.82, 10.1103/PhysRevB.84.075203,-0.555774406,downloaded_cif_TE\mp-22811_InCuSe2.cif
mp-22811,InCuSe2,"MSONAtoms(symbols='In2Cu2Se4', pbc=True, cell=[[5.30343187, 0.0, -2.36287905], [-1.05275226, 5.19789387, -2.36287906], [-0.00154665, -0.00189174, 7.12968618]])",4,Cu25In25Se50,473,2.51, 10.1103/PhysRevB.84.075203,-0.555774406,downloaded_cif_TE\mp-22811_InCuSe2.cif
